Ano de lancamento,Classificacao,Desenvolvedora,Genero,Media de pontuacao,Nome,Plataforma,Publicadora,Vendas globais
2005,2,12,7,48.95,Silent Hunter III,14,5,0.08
2007,0,35,0,40.1,UEFA Champions League 2006-2007,4,7,0.05
2005,0,35,0,48.95,NBA Street V3,13,7,0.32
2004,2,400,10,42.75,Second Sight,19,34,0.05
2005,0,398,0,45.0,MLB 2006,6,3,0.4
2000,1,774,3,49.65,Deus Ex,14,21,0.01
2002,0,48,2,36.75,Auto Modellista,6,12,0.39
2009,2,522,7,44.15,IL-2 Sturmovik: Birds of Prey,5,11,0.68
2005,0,69,2,38.8,Enthusia Professional Racing,6,14,0.15
2008,0,192,7,26.65,The Sims 2: Apartment Pets,3,7,0.69
2004,2,425,8,27.4,Teenage Mutant Ninja Turtles 2: Battle Nexus,6,14,0.44
2001,2,12,10,37.35,Batman: Vengeance,6,5,0.55
2011,2,48,9,43.1,Ultimate Marvel vs. Capcom 3,5,12,0.09
2011,2,54,8,49.8,Batman: Arkham City,14,19,0.53
2008,2,41,3,49.25,World of Warcraft: Wrath of the Lich King,14,4,1.32
2009,0,271,0,37.95,Football Manager Handheld 2010,16,8,0.35
2001,2,162,8,40.65,Gauntlet: Dark Legacy,6,39,1.15
2003,0,573,0,48.6,Top Spin,13,1,0.46
2009,3,64,5,39.1,LEGO Rock Band,4,19,0.56
2002,1,162,9,43.9,Mortal Kombat: Deadly Alliance,6,39,2.49
2016,1,304,6,45.1,Gears of War 4,17,1,1.35
2003,0,18,0,44.95,MVP Baseball 2003,6,7,1.04
2011,0,57,0,42.25,Madden NFL 12,5,7,2.25
2009,1,250,6,38.2,Wet,5,6,0.61
2016,1,48,8,42.3,Dead Rising,9,12,0.04
2007,3,1307,1,27.25,Death Jr. and the Science Fair of Doom,3,14,0.08
2007,2,219,9,46.2,Virtua Fighter 5,5,8,1.08
2005,2,667,9,31.45,WWE WrestleMania 21,13,28,0.45
2008,3,185,8,39.4,Kung Fu Panda,14,4,0.02
2016,1,237,8,47.85,Dishonored 2,9,6,0.64
2013,1,6,6,36.2,Call of Duty: Ghosts,18,4,0.34
2003,2,565,0,36.7,Cabela's Deer Hunt: 2004 Season,13,59,0.21
2002,0,67,0,46.9,Tony Hawk's Pro Skater 4,8,4,0.57
2011,1,885,8,31.6,Hunted: The Demon's Forge,5,6,0.25
2014,1,1023,8,37.25,Deception IV: Blood Ties,22,48,0.13
2001,0,18,0,43.9,FIFA Soccer 2002,6,7,0.63
2005,3,242,5,21.7,World Series of Poker,16,4,0.21
2004,1,37,6,50.95,Unreal Tournament 2004,14,10,0.02
2016,1,52,8,45.35,Watch Dogs 2,17,5,0.36
2012,3,182,8,45.15,LEGO The Lord of the Rings,5,19,1.05
2014,1,127,6,46.1,Titanfall,14,7,0.56
2004,0,58,0,39.4,EyeToy: AntiGrav,6,3,0.43
2012,0,324,3,32.65,Pokemon Mystery Dungeon: Gates to Infinity,10,0,1.27
2003,1,181,8,42.15,True Crime: Streets of LA,19,4,0.56
2003,1,427,6,20.0,Fugitive Hunter: War on Terror,6,97,0.15
2007,0,800,8,22.3,The Settlers,3,5,0.11
2011,1,493,6,37.75,Homefront,14,28,0.24
2003,0,83,0,47.6,ESPN NBA Basketball,13,8,0.27
2012,3,374,8,32.0,Skylanders Giants,10,4,0.14
2008,1,400,6,30.75,Haze,5,5,0.99
2004,2,521,3,43.35,Baldur's Gate: Dark Alliance II,6,117,0.68
1999,2,621,7,45.2,Seaman,21,8,0.52
2006,3,139,2,48.55,Burnout Revenge,4,7,0.5
2000,0,503,3,24.8,Digimon World 2,12,25,0.58
2015,1,189,6,38.05,Battlefield: Hardline,17,7,1.21
2002,0,1413,8,42.7,Harry Potter and the Chamber of Secrets,14,7,0.01
2010,0,83,8,45.3,NBA 2K11,14,2,0.19
2006,1,463,3,47.2,Shin Megami Tensei: Persona 3,6,48,0.45
2012,3,12,5,40.65,Just Dance 4,0,5,6.76
2013,3,125,1,35.15,Sonic Lost World,18,8,0.39
2002,2,517,8,37.4,Tomb Raider: The Prophecy,8,5,0.14
2013,3,12,5,43.4,Just Dance 2014,4,5,0.99
2004,0,1405,2,45.95,Racing Gears Advance,8,84,0.06
2010,0,91,3,42.15,Dragon Quest Monsters: Joker 2,3,15,1.41
2003,0,276,0,48.5,ESPN NHL Hockey,6,8,0.23
2002,2,1281,0,41.6,Transworld Snowboarding,13,10,0.09
2007,0,627,7,42.9,Viva Pinata,14,1,0.02
2013,3,12,5,42.05,Just Dance 2014,5,5,0.38
2009,0,12,0,40.35,Shaun White Snowboarding: World Stage,0,5,0.29
2003,2,90,1,42.3,I-Ninja,19,25,0.09
2009,3,46,3,41.15,Final Fantasy Crystal Chronicles: Echoes of Time,3,15,0.47
2006,3,1274,3,34.25,Aedis Eclipse: Generation of Chaos,16,323,0.02
2014,1,263,6,44.6,Wolfenstein: The New Order,14,6,0.45
2007,3,173,11,36.3,Thrillville: Off the Rails,16,18,0.1
2013,1,189,6,32.35,Army of Two: The Devil's Cartel,5,7,0.28
2006,3,50,8,46.5,LEGO Star Wars II: The Original Trilogy,6,18,2.69
2006,3,173,11,35.95,Thrillville,6,10,0.66
2005,3,67,8,33.95,Batman Begins,8,7,0.17
2015,2,701,3,42.4,Grand Kingdom,22,131,0.06
2006,2,149,6,24.3,Tom Clancy's Ghost Recon: Advanced Warfighter,6,5,0.06
2003,0,90,8,25.6,Bionicle,19,7,0.21
2000,0,168,2,39.55,NASCAR 2001,12,7,0.81
2007,0,117,1,43.1,Sonic Rush Adventure,3,8,1.15
2010,2,574,7,32.75,Silent Hunter 5: Battle of the Atlantic,14,5,0.25
2011,1,294,6,37.55,Operation Flashpoint: Red River,4,34,0.28
2000,2,1629,6,43.2,Point Blank 3,12,25,0.02
2008,0,140,8,30.9,Madagascar: Escape 2 Africa,6,4,0.38
2002,0,233,1,45.2,Ape Escape 2,6,3,0.63
2009,0,1678,4,41.75,Groovin' Blocks,0,74,0.01
2007,2,696,6,31.3,Coded Arms: Contagion,16,14,0.06
2002,0,67,0,49.0,Tony Hawk's Pro Skater 3,8,4,0.52
2004,2,1486,11,41.35,Port Royale 2,14,421,0.04
2003,0,55,11,48.6,Fire Emblem,8,0,0.97
2012,1,52,6,49.8,Far Cry 3,4,5,3.0
2012,2,49,4,43.75,Professor Layton vs Phoenix Wright: Ace Attorney,10,37,0.8
2008,2,790,0,31.2,Don King Presents: Prizefighter,4,2,0.25
2010,3,1483,1,39.3,The Kore Gang,0,462,0.04
2009,0,107,2,37.15,MySims Racing,3,7,0.61
2002,0,144,1,39.5,Blinx: The Time Sweeper,13,1,0.56
2005,1,43,6,44.15,Perfect Dark Zero,4,1,0.77
2006,0,99,5,45.7,Clubhouse Games,3,0,3.45
2005,2,170,9,23.9,TMNT: Mutant Melee,13,14,0.02
2014,3,364,6,41.3,Plants vs. Zombies: Garden Warfare,9,7,0.61
2004,2,38,9,35.6,Godzilla: Save the Earth,13,10,0.14
2011,1,302,6,48.65,Deus Ex: Human Revolution,4,15,1.37
2014,3,695,2,43.55,Trials Fusion,17,5,0.24
2010,2,368,5,47.75,DJ Hero 2,0,4,0.62
2010,1,989,8,39.05,Dante's Inferno,16,7,0.19
2007,0,343,8,35.55,Ratatouille,16,28,0.66
2009,2,48,10,43.2,Ace Attorney Investigations: Miles Edgeworth,3,12,0.7
2005,3,139,2,47.2,Burnout Legends,16,7,0.84
2003,2,1033,11,38.35,Goblin Commander: Unleash the Horde,6,163,0.17
2002,2,1110,10,39.95,Pirates: The Legend of Black Kat,6,7,0.14
2002,2,300,0,47.9,Aggressive Inline,19,30,0.06
2004,1,231,6,39.75,BloodRayne 2,13,28,0.15
2009,2,243,8,33.75,X-Men Origins: Wolverine,16,4,0.19
2005,2,926,3,39.75,Kingdom of Paradise,16,3,0.15
2007,0,0,5,37.45,Big Brain Academy: Wii Degree,0,0,3.79
2004,0,16,5,39.45,Mario Party 6,19,0,1.65
2003,0,74,2,44.7,Rock 'N Roll Racing,8,4,0.05
2016,2,325,9,43.6,Naruto Shippuden: Ultimate Ninja Storm 4,9,25,1.14
2007,2,227,6,24.85,America's Army: True Soldiers,4,5,0.08
2006,0,877,0,18.3,Dave Mirra BMX Challenge,16,60,0.07
2004,2,269,3,42.9,Shining Force: Resurrection of the Dark Dragon,8,28,0.08
2006,0,477,0,45.8,NBA 2K7,13,2,0.03
2004,0,170,7,42.55,Dance Dance Revolution Ultramix 2,13,14,0.42
2011,0,280,11,32.95,LEGO Battles: Ninjago,3,19,1.45
2001,2,125,3,44.45,Phantasy Star Online Ver. 2,21,8,0.19
2006,2,574,7,37.9,Blazing Angels: Squadrons of WWII,13,5,0.08
2008,3,1179,6,35.4,Raiden IV,4,337,0.12
2007,3,180,2,35.55,Crazy Taxi: Fare Wars,16,8,0.47
2015,2,910,3,38.6,Fairy Fencer F: Advent Dark Force,9,342,0.07
2001,0,725,0,27.8,NFL GameDay 2002,6,3,0.38
2011,2,54,8,52.3,Batman: Arkham City,5,19,5.48
2003,2,39,2,46.75,Midnight Club II,6,2,1.78
2006,0,0,1,48.75,New Super Mario Bros.,3,0,29.8
2003,2,262,8,32.5,The Great Escape,6,113,0.2
2010,2,23,7,41.55,The Sims 3,4,7,2.28
2009,0,0,1,47.7,New Super Mario Bros. Wii,0,0,28.32
2011,0,881,1,28.45,Cubic Ninja,10,5,0.1
2008,2,84,2,45.0,MotorStorm: Pacific Rift,5,3,1.35
2007,0,167,2,36.55,MX vs. ATV Untamed,5,28,0.46
2008,1,1011,10,21.7,Alone in the Dark,0,10,0.18
2010,2,325,9,42.15,Naruto Shippuden: Ultimate Ninja Storm 2,5,25,1.21
2012,1,662,8,35.45,Silent Hill: Downpour,5,14,0.46
2001,2,94,2,35.85,The Simpsons: Road Rage,6,7,3.61
2006,0,1403,11,35.0,Star Trek: Tactical Assault,3,5,0.06
2009,2,221,5,36.8,Guitar Hero 5,6,4,1.12
2006,2,69,1,46.65,Castlevania: Portrait of Ruin,3,14,0.4
2016,3,246,11,47.65,Sid Meier's Civilization VI,14,2,0.25
2015,3,1176,8,25.3,Rodea the Sky Soldier,10,131,0.04
2013,1,231,6,18.8,The Walking Dead: Survival Instinct,5,4,0.51
2001,2,844,6,34.95,Mister Mosquito,6,21,0.28
2009,1,534,6,45.1,The Chronicles of Riddick: Assault on Dark Athena,4,10,0.29
2007,3,67,1,42.75,Spider-Man 3,3,4,0.47
2013,3,1315,1,27.05,PAC-MAN and the Ghostly Adventures,4,25,0.08
2004,0,0,8,46.6,The Legend of Zelda: Four Swords Adventures,19,0,0.81
2005,2,1604,9,32.25,Iron Phoenix,13,8,0.02
2005,0,613,0,34.65,NBA 06,6,3,0.53
2013,1,576,6,40.1,Payday 2,5,11,0.43
2014,2,1023,11,44.05,Nobunaga's Ambition: Sphere of Influence,9,48,0.04
2011,3,399,1,47.7,Rayman Origins,5,5,1.0
2003,0,89,7,46.35,SimCity 4,14,7,0.29
2009,2,105,8,23.35,G.I. Joe: The Rise of Cobra,4,7,0.24
2008,1,1399,6,41.35,S.T.A.L.K.E.R.: Clear Sky,14,41,0.04
2015,3,182,8,39.55,LEGO Jurassic World,18,19,0.52
2015,1,407,6,39.55,Evolve,17,2,0.64
2010,0,22,5,36.3,Monopoly Streets,4,7,0.28
2012,2,496,9,46.85,Persona 4: Arena,5,91,0.73
2005,2,221,1,47.35,Psychonauts,6,35,0.09
2003,2,36,6,37.2,Medal of Honor: Rising Sun,19,7,0.42
2006,1,52,6,21.65,Far Cry Vengeance,0,5,0.08
2006,2,432,8,34.5,Bounty Hounds,16,25,0.03
2013,3,117,1,32.75,Sonic Lost World,10,8,0.49
2016,2,722,3,37.8,Dragon Ball: Fusions,10,25,0.21
2009,2,105,8,26.15,G.I. Joe: The Rise of Cobra,6,7,0.14
2007,2,97,8,39.25,The Simpsons Game,5,7,0.88
2003,2,985,11,37.2,Aliens versus Predator: Extinction,6,7,0.19
2011,3,67,8,43.45,Skylanders: Spyro's Adventure,10,4,0.57
2007,2,58,5,37.65,Guitar Hero Encore: Rocks The 80s,6,22,1.11
2007,0,1459,0,16.35,Pool Party,0,81,0.05
2002,2,60,0,51.25,Tony Hawk's Pro Skater 4,6,4,3.67
2003,0,30,2,46.8,Need for Speed Underground,6,7,7.2
2000,2,32,3,43.35,Tales of Destiny II,12,25,0.81
2011,0,254,0,27.8,Rugby World Cup 2011,5,11,0.32
2009,2,863,6,38.15,Section 8,4,81,0.27
2010,3,544,8,31.65,Prince of Persia: The Forgotten Sands,3,5,0.15
2012,1,12,8,45.35,Assassin's Creed III,4,5,5.29
2009,3,1250,8,39.6,Tornado Outbreak,0,14,0.1
2012,0,393,3,44.1,Pokemon Conquest,3,0,1.02
2004,0,547,1,34.35,Lemony Snicket's A Series of Unfortunate Events,6,4,0.64
2008,0,565,0,24.1,Rapala Fishing Frenzy 2009,4,4,0.05
2007,3,583,11,43.45,GrimGrimoire,6,48,0.05
2009,3,525,1,33.85,Secret Agent Clank,6,3,0.6
2001,2,598,2,20.7,Driven,6,176,0.15
2005,2,536,8,28.5,Tom Clancy's Splinter Cell: Chaos Theory,3,5,0.07
2014,1,625,3,39.95,Lords of the Fallen,14,15,0.03
2010,2,57,9,43.0,EA Sports MMA,4,7,0.35
2008,3,35,0,33.05,NHL 09,14,7,0.02
2009,3,185,8,35.25,Monsters vs. Aliens,5,4,0.3
2002,2,311,0,36.25,Dark Summit,19,28,0.05
2013,2,531,8,44.45,Terraria,5,11,0.41
2014,1,124,8,47.5,Middle-Earth: Shadow of Mordor,17,19,1.35
2009,3,60,5,40.5,Band Hero,4,4,0.79
2002,2,117,9,39.0,InuYasha: A Feudal Fairy Tale,12,25,0.11
2007,0,69,0,44.4,MLB Power Pros,6,14,0.11
2004,0,242,1,38.6,Lemony Snicket's A Series of Unfortunate Events,13,4,0.12
2002,0,497,2,44.5,Road Trip,6,97,0.09
2013,2,1075,3,36.85,Tears to Tiara II: Heir of the Overlord,5,131,0.15
2011,1,120,6,45.95,Killzone 3,5,3,2.77
2007,0,421,0,42.25,MLB 07: The Show,5,3,0.31
2011,0,421,0,48.9,MLB 11: The Show,5,3,0.58
2009,2,289,3,42.0,Infinite Space,3,8,0.2
2004,0,18,0,41.6,NHL 2005,13,7,0.16
2009,1,100,6,45.45,Borderlands,5,2,2.09
2001,2,719,6,36.5,Vampire Night,6,3,0.14
2012,0,22,8,47.3,FIFA Soccer 13,5,7,8.16
2004,0,128,1,48.5,Sly 2: Band of Thieves,6,3,1.81
2007,1,115,3,50.5,The Elder Scrolls IV: Oblivion,5,5,3.1
2014,3,431,7,42.1,Story of Seasons,10,0,0.42
2006,1,551,8,40.35,God Hand,6,12,0.07
1996,1,385,8,47.25,Tomb Raider,14,21,1.03
2007,0,675,6,43.45,Geometry Wars: Galaxies,3,23,0.14
2005,3,91,3,46.15,Final Fantasy IV Advance,8,0,0.61
2007,3,1255,11,40.15,Glory Days 2,3,145,0.09
2005,1,162,9,42.95,Mortal Kombat: Deception,19,39,0.11
2010,2,64,8,32.0,The Lord of the Rings: Aragorn's Quest,5,19,0.17
2002,1,341,10,43.5,Drakan: The Ancients' Gates,6,3,0.26
2001,2,300,0,42.1,Dave Mirra Freestyle BMX 2,13,30,0.2
2012,3,182,8,34.3,LEGO The Lord of the Rings,10,19,0.39
2003,1,298,8,40.95,Legacy of Kain: Defiance,13,21,0.19
2016,2,866,8,42.6,Batman: Return to Arkham,17,19,0.11
2001,0,255,0,47.8,SSX Tricky,19,7,0.54
2008,0,602,4,36.9,CrossworDS,3,41,0.55
2005,0,43,2,36.95,Banjo-Pilot,8,28,0.1
2003,2,292,9,44.45,War of the Monsters,6,3,0.54
2007,2,103,8,30.95,Pirates of the Caribbean: At World's End,5,32,0.73
2011,2,496,9,35.05,BlazBlue: Continuum Shift II,10,148,0.11
2007,2,251,2,41.15,Stuntman: Ignition,4,28,0.64
2016,0,73,8,36.45,Song of the Deep,17,385,0.06
2012,2,145,9,45.25,Tekken Tag Tournament 2,4,25,0.34
2013,1,632,3,42.6,Soul Sacrifice,22,3,0.51
2015,1,189,6,39.0,Battlefield: Hardline,9,7,2.1
2007,0,18,0,45.05,NCAA Football 08,13,7,0.08
2014,0,306,2,34.05,F1 2014,4,34,0.23
2006,2,1486,7,39.1,DarkStar One,14,5,0.03
2016,2,1092,8,34.8,ReCore,17,1,0.15
2007,0,894,8,10.85,Ninjabread Man,0,293,0.08
2013,1,496,10,25.2,XBLAZE Code: Embryo,22,221,0.03
2007,2,675,11,41.3,Battalion Wars 2,0,0,0.34
2002,1,670,10,42.3,The Thing,13,23,0.2
2009,3,545,8,37.6,Real Heroes: Firefighter,0,143,0.64
2013,3,233,1,30.25,Knack,9,16,1.73
2002,0,398,0,31.5,NCAA Final Four 2003,6,3,0.19
2002,2,230,3,45.85,Xenosaga Episode I: Der Wille zur Macht,6,25,1.74
2016,1,982,3,33.35,The Technomancer,9,82,0.06
2014,1,222,8,43.15,The Evil Within,17,6,0.67
2002,0,83,0,47.45,NBA 2K3,13,8,0.32
2003,1,109,8,42.5,True Crime: Streets of LA,6,4,3.27
2014,0,69,0,44.6,Pro Evolution Soccer 2015,9,14,0.75
2008,2,142,8,28.0,The Incredible Hulk,6,8,0.38
2004,0,223,0,31.0,World Tour Soccer 2006,6,3,0.17
2009,0,301,8,33.35,Bakugan: Battle Brawlers,3,4,1.38
2006,3,1617,1,32.0,Ruff Trigger: The Vanocore Conspiracy,6,77,0.02
2011,0,180,1,42.1,Sonic Generations,5,8,1.58
2001,2,535,3,33.15,Darkstone,12,7,0.66
2002,2,867,8,48.1,JSRF: Jet Set Radio Future,13,8,0.21
2009,1,908,3,34.2,Divinity II: Ego Draconis,4,233,0.24
2005,3,425,8,30.0,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,6,14,0.2
2010,0,861,0,26.75,Pure Futbol,5,5,0.24
2005,1,624,6,26.9,NARC,13,39,0.18
2012,0,69,0,43.45,Pro Evolution Soccer 2013,14,14,0.08
2005,2,248,6,33.4,Delta Force: Black Hawk Down,6,174,0.46
2009,3,243,8,31.55,X-Men Origins: Wolverine,3,4,0.2
2005,0,103,8,29.5,Robots,6,23,0.36
2010,2,637,11,42.05,R.U.S.E.,14,5,0.27
2010,2,250,8,24.3,Naughty Bear,4,11,0.4
2010,2,579,3,36.15,Phantom Brave: The Hermuda Triangle,16,131,0.09
2003,2,32,2,36.1,R: Racing Evolution,6,25,0.28
2009,1,48,8,45.75,Resident Evil 5,5,12,5.09
2002,0,74,5,20.5,Shrek Super Party,13,71,0.13
2011,3,103,8,35.65,Disney Universe,4,32,0.57
2003,2,427,8,22.15,Terminator 3: Rise of the Machines,6,10,0.58
2007,0,776,8,34.8,Bee Movie Game,0,4,0.33
2001,2,733,8,21.4,Army Men: Green Rogue,6,76,0.13
2006,0,182,1,29.1,Super Monkey Ball Adventure,19,8,0.15
2005,1,1057,8,37.85,Cold Fear,6,5,0.11
2008,1,563,3,38.95,Sacred 2: Fallen Angel,14,421,0.06
2012,1,180,8,41.0,Binary Domain,4,8,0.19
2010,0,861,0,22.95,Pure Futbol,4,5,0.18
2010,2,145,3,42.6,Tales of Graces f,5,25,0.98
2003,2,551,8,50.65,Viewtiful Joe,19,12,0.62
2014,2,235,2,38.7,The Crew,14,5,0.16
2011,1,48,8,35.7,Resident Evil: The Mercenaries 3D,10,12,0.49
2000,0,18,0,46.55,NHL 2001,6,7,0.96
2008,0,69,0,43.4,Pro Evolution Soccer 2008,16,14,0.98
2007,3,1333,11,40.7,Drone Tactics,3,88,0.02
2005,1,52,6,45.35,Far Cry Instincts,13,5,0.57
2003,0,249,0,46.0,Wakeboarding Unleashed Featuring Shaun Murray,6,4,0.16
2004,2,107,3,40.6,The Lord of the Rings: The Third Age,6,7,0.58
2007,2,574,7,38.6,Blazing Angels 2: Secret Missions of WWII,5,5,0.15
2005,0,398,0,31.95,NBA,16,3,0.21
2005,0,376,2,49.8,Forza Motorsport,13,1,1.05
2011,3,560,8,34.8,Phineas and Ferb: Across the 2nd Dimension,5,32,0.32
2008,0,69,7,36.35,Dance Dance Revolution Universe 3,4,14,0.3
2007,0,299,1,38.75,NiGHTS: Journey of Dreams,0,8,0.41
2001,0,901,1,30.75,Casper: Spirit Dimensions,6,71,0.14
2009,3,64,5,38.4,LEGO Rock Band,0,19,0.69
2006,0,21,4,38.85,Kororinpa: Marble Mania,0,0,0.13
2015,2,743,3,38.55,Sword Art Online: Lost Song,22,25,0.36
2006,2,151,6,39.45,Medal of Honor Heroes,16,7,2.65
2002,1,92,6,44.95,SOCOM: U.S. Navy SEALs,6,3,3.65
2003,0,217,2,30.9,The Simpsons: Road Rage,8,28,1.19
2002,0,35,0,47.85,FIFA Soccer 2003,13,7,0.63
2003,0,366,5,40.5,EyeToy: Groove,6,3,0.18
2008,0,881,5,45.1,KORG DS-10 Synthesizer,3,256,0.22
2002,2,262,6,31.8,Conflict: Desert Storm,6,64,1.57
2009,3,35,0,47.95,NHL 10,5,7,0.57
2007,0,69,1,36.65,Dewy's Adventure,0,14,0.16
2002,0,67,1,42.95,Crash Bandicoot: The Huge Adventure,8,20,1.73
2001,2,97,6,39.95,James Bond 007: Agent Under Fire,6,7,3.53
2007,2,12,7,31.85,Blazing Angels: Squadrons of WWII,0,5,0.83
2009,1,618,6,34.05,Wanted: Weapons of Fate,5,19,0.29
2010,3,164,2,45.05,Split/Second,4,32,0.6
2003,2,60,0,48.75,Tony Hawk's Underground,19,4,0.7
2011,3,449,11,36.9,Worms: Ultimate Mayhem,14,53,0.04
2005,0,250,1,31.85,"Ed, Edd n Eddy: The Mis-Edventures",13,39,0.02
2006,2,186,8,35.3,Eragon,3,23,0.16
2000,0,48,1,38.55,Strider 2,12,17,0.08
2004,0,162,0,46.1,NBA Ballers,6,39,1.66
2008,0,364,4,42.65,Bejeweled Twist,14,209,0.05
2003,2,1017,6,41.0,Battle Engine Aquila,6,10,0.03
2005,1,77,6,49.3,Half-Life 2,13,7,0.61
2008,2,1231,8,37.15,Universe at War: Earth Assault,4,8,0.1
2006,1,337,8,28.65,Family Guy,16,2,0.19
2004,2,148,8,16.5,Fear Factor: Unleashed,8,317,0.14
2002,0,18,0,50.25,Madden NFL 2003,19,7,0.43
2006,0,160,7,25.95,Wing Island,0,14,0.05
2015,3,182,8,38.5,LEGO Jurassic World,9,19,0.9
2014,2,685,3,35.2,Tokyo Twilight Ghost Hunters,5,389,0.06
2011,3,399,1,47.6,Rayman Origins,4,5,0.78
2004,0,243,1,40.0,Lemony Snicket's A Series of Unfortunate Events,8,4,0.42
2006,2,551,8,51.15,Okami,6,12,0.63
2003,2,634,6,36.4,Battlestar Galactica,6,23,0.16
2011,2,294,2,46.45,DiRT 3,14,34,0.15
2007,3,50,8,43.7,LEGO Star Wars: The Complete Saga,4,18,2.57
2008,2,60,5,45.65,Guitar Hero: World Tour,4,4,2.66
2002,0,18,0,42.85,2002 FIFA World Cup,19,7,0.05
2005,0,342,2,35.4,ATV Offroad Fury: Blazin' Trails,16,81,0.57
2009,2,213,8,27.2,Star Wars The Clone Wars: Republic Heroes,0,18,0.79
2001,2,733,6,32.25,WarJetz,6,76,0.04
2005,1,378,8,43.45,Fatal Frame III: The Tormented,6,2,0.08
2016,1,756,6,26.55,Homefront: The Revolution,17,41,0.14
2011,2,243,1,38.15,Shinobi,10,8,0.22
2015,2,941,8,39.9,The Crew: Wild Run,9,5,0.1
2011,3,364,11,46.45,Plants vs. Zombies,5,209,0.2
2005,3,311,2,38.4,Crash Tag Team Racing,13,23,0.13
2013,0,278,8,41.95,DuckTales: Remastered,18,12,0.06
2002,2,48,7,45.75,Steel Battalion,13,1,0.1
2016,1,88,6,43.5,Tom Clancy's The Division,9,5,3.8
2006,3,57,0,37.3,Arena Football,6,7,0.56
2006,1,349,8,31.65,Tenchu Z,4,1,0.34
2012,2,797,3,23.5,Time and Eternity,5,131,0.17
2005,2,67,8,36.95,Spider-Man 2,16,4,0.7
2003,2,440,11,49.0,Rise of Nations,14,1,0.04
2007,3,52,8,20.55,TMNT,16,5,0.11
2008,1,1011,8,30.55,Obscure: The Aftermath,0,289,0.12
2012,1,6,6,39.1,Call of Duty: Black Ops II,14,4,1.53
2005,0,505,2,39.75,Suzuki TT Superbikes,6,133,0.4
2009,0,0,0,43.7,Wii Fit Plus,0,0,21.79
2005,3,22,8,37.35,Harry Potter and the Goblet of Fire,6,7,0.65
2004,1,513,8,36.3,Mafia,6,136,0.7
2010,3,585,8,32.8,How to Train Your Dragon,4,4,0.14
2013,1,29,6,42.9,Battlefield 4,5,7,3.49
2005,1,1228,10,39.1,Still Life,13,361,0.07
2003,2,162,5,40.1,Midway Arcade Treasures,19,39,0.17
2001,2,1461,6,38.85,Time Crisis: Project Titan,12,25,0.05
2003,1,455,6,42.4,Brute Force,13,1,0.83
2009,0,129,0,38.15,Virtua Tennis 2009,5,8,0.38
2008,0,35,0,46.45,FIFA Soccer 09,16,7,1.35
2016,1,171,8,35.95,Dead Island Definitive Collection,17,41,0.05
2016,3,364,6,44.05,Plants vs. Zombies: Garden Warfare 2,17,7,0.48
2003,1,1175,8,35.4,Gladiator: Sword of Vengeance,6,30,0.12
2005,1,118,10,45.85,Indigo Prophecy,13,10,0.1
2015,2,218,11,43.65,Total War: Attila,14,8,0.24
2003,2,1129,6,37.05,James Bond 007: Nightfire,8,7,0.13
2000,2,9,3,49.4,Grandia II,21,5,0.2
2003,2,449,11,38.9,Worms 3D,6,8,0.12
2007,2,103,8,30.5,Pirates of the Caribbean: At World's End,6,32,0.42
2014,0,84,2,38.55,DriveClub,9,3,2.07
2001,0,168,2,37.95,NASCAR Thunder 2002,12,7,0.42
2010,3,449,11,42.9,Worms Reloaded,14,448,0.05
2003,2,665,9,34.8,Bloody Roar Extreme,13,68,0.04
2008,3,280,11,30.85,Supreme Commander,4,11,0.09
2011,3,50,8,36.55,LEGO Star Wars III: The Clone Wars,10,18,1.13
2010,1,1042,6,41.65,Dementium II,3,81,0.11
2002,2,162,8,31.45,Gauntlet: Dark Legacy,13,39,0.17
2012,2,231,8,29.25,Kinect Star Wars,4,1,1.74
2011,2,168,8,37.4,Need for Speed: The Run,14,7,0.36
2001,0,138,0,48.8,NBA Street,6,7,2.79
2013,2,163,7,36.7,Armored Core: Verdict Day,5,227,0.12
2008,2,249,8,38.3,Spider-Man: Web of Shadows,4,4,0.4
2004,1,341,8,42.95,The Suffering,6,39,0.42
2000,2,146,6,47.5,Medal of Honor: Underground,12,7,0.97
2008,2,453,2,14.9,Pimp My Ride,0,4,0.11
2002,0,34,1,44.95,Kirby: Nightmare in Dream Land,8,0,2.27
2014,0,421,0,43.9,MLB 14: The Show,5,132,0.43
2001,0,398,0,29.25,NCAA Final Four 2002,6,3,0.31
2001,2,873,3,37.7,Legaia 2: Duel Saga,6,21,0.26
2006,0,421,0,45.95,MLB 06: The Show,6,3,0.94
2011,2,760,11,42.85,Tropico 4,14,206,0.27
1998,0,663,1,38.25,Silhouette Mirage,12,181,0.05
2008,2,1102,3,40.45,Yggdra Union: We'll Never Fight Alone,16,322,0.1
2006,3,449,11,35.5,Worms: Open Warfare,3,28,0.08
2014,2,247,3,37.3,Sword Art Online: Hollow Fragment,22,25,0.3
2012,1,353,8,45.35,Sleeping Dogs,5,15,1.04
2002,0,162,0,45.2,NHL Hitz 20-03,6,39,0.28
2008,0,717,2,40.95,TrackMania DS,3,82,0.08
2008,1,1354,6,17.85,Target: Terror,0,14,0.07
2000,0,300,0,45.2,Dave Mirra Freestyle BMX,12,30,1.05
2007,2,1215,6,35.65,Operation: Vietnam,3,35,0.07
2010,3,592,8,30.75,MySims SkyHeroes,4,7,0.1
