Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao
"Warhammer 40,000: Dawn of War",15,2004,12,28,0.05,586,2,47.4
NASCAR 09,5,2008,3,7,0.25,107,1,38.4
X-Men: The Official Game,9,2006,9,4,0.07,278,4,32.15
Hasbro Family Game Night 3,6,2010,6,7,0.24,22,1,0.0
Medarot DS: Kabuto / Kuwagata Ver.,4,2010,4,138,0.12,0,0,0.0
Street Fighter II': Special Champion Edition (JP weekly sales),21,1993,9,12,0.07,0,0,0.0
E.X. Troopers,11,2012,7,12,0.07,0,0,0.0
Sled Storm,7,2002,3,7,0.45,22,3,40.35
Anno 2070,15,2011,12,5,1.43,284,3,45.0
STORM: Frontline Nation,15,2011,12,53,0.01,1027,4,33.6
Tom Clancy's Splinter Cell Classic Trilogy HD,6,2011,9,5,0.02,12,2,36.9
Dragon Quest X: All in One Package,19,2015,4,15,0.01,0,0,0.0
Vegas Party,1,0,6,53,0.16,615,3,16.5
Marie no Atelier: Salburg no Renkinjutsushi,13,1997,4,243,0.25,0,0,0.0
Shaun White Snowboarding: Road Trip,1,2008,1,5,1.66,12,4,43.35
Unou no Tatsujin: Soukai! Machigai Museum 2,4,2007,6,25,0.09,0,0,0.0
The Operative: No One Lives Forever,7,2002,7,7,0.14,124,3,37.5
Top Gun: Combat Zones,20,2002,8,103,0.15,426,1,33.05
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,17,0,12,0,0.12,0,0,0.0
Yoostar2,5,2011,6,53,0.21,0,0,0.0
Ford Racing Off Road,7,2008,3,171,0.2,397,1,18.5
Dragon Quest Monsters: Joker,4,2006,4,15,1.76,91,4,41.2
Silent Scope Complete,14,2004,7,14,0.1,69,2,38.2
Mobile Suit Gundam: Encounters in Space,7,2003,8,25,0.72,503,3,37.25
Serious Sam 3: BFE,15,2011,7,92,0.08,1076,0,40.1
Burger Island,1,2009,9,160,0.15,1066,1,0.0
Resistance 2,6,2008,7,3,2.46,73,2,46.55
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,11,2013,9,25,0.05,0,0,0.0
Monopoly,13,1997,6,27,1.51,0,0,0.0
Tony Hawk's Pro Skater 2x,14,2001,1,4,0.63,6,3,43.4
Sonic Heroes,7,2003,2,8,2.96,125,1,35.9
Cel Damage,14,2001,3,7,0.12,939,3,36.7
Final Fight: Streetwise,7,2006,9,12,0.05,48,2,24.6
Disney's Atlantis: The Lost Empire,9,2001,2,28,0.12,238,1,0.0
The Sims 3: High-End Loft Stuff,15,2010,8,7,0.66,23,3,3.25
Grandia Xtreme,7,2002,4,24,0.38,9,3,37.25
BlazBlue: Chrono Phantasma Extend,23,2015,9,148,0.03,496,3,3.4
M&M's Kart Racing,1,2007,3,84,0.23,0,0,0.0
SpongeBob's Atlantis SquarePantis,1,2007,9,28,0.61,166,1,2.75
Magna Carta: Tears of Blood,7,2004,4,11,0.22,932,3,36.5
NHL 14,6,2013,1,7,0.54,22,4,43.0
Wayne Gretzky's 3D Hockey '98,12,1997,1,39,0.25,0,0,0.0
Turning Point: Fall of Liberty,6,2008,7,34,0.24,132,3,23.75
Nicola Kanshuu: Model * Oshare Audition,4,2010,6,79,0.06,0,0,0.0
The Godfather (JP sales),5,2006,9,7,0.01,0,0,0.0
Tamagotchi,3,1996,8,25,1.45,0,0,0.0
Medal of Honor: European Assault (weekly JP sales),7,2005,7,7,0.05,0,0,0.0
Wild ARMs 3,7,2002,4,5,0.62,555,3,43.2
NFL GameDay 98,13,1997,1,3,1.68,0,0,0.0
Rocket Power: Dream Scheme,9,2001,9,28,0.4,0,0,0.0
Emergency! Disaster Rescue Squad,4,2009,8,160,0.03,0,0,0.0
NASCAR,17,2006,3,7,0.1,293,1,35.65
Tony Hawk's Pro Skater 5,18,2015,1,4,0.12,562,3,20.55
Skylanders: SuperChargers,10,2015,9,4,0.31,67,4,42.15
Sudoku Mania,4,2006,5,84,0.1,1111,1,14.25
Finny the Fish & the Seven Waters,7,2004,1,3,0.05,0,0,0.0
Tantei Opera: Milky Holmes,17,2010,11,53,0.02,0,0,0.0
Espgaluda II Black Label,5,2010,7,360,0.04,0,0,0.0
Cabela's Legendary Adventures,7,2008,1,4,0.42,287,3,0.0
Monster Jam: Maximum Destruction,7,2002,3,5,0.65,12,3,26.5
Shin Lucky * Star: Moe Drill ~Tabidachi~,4,2007,9,154,0.07,0,0,0.0
Samurai Shodown Anthology (JP sales),7,2008,10,153,0.01,0,0,0.0
The Hobbit,14,2003,2,23,0.24,0,0,0.0
Triple Play 99,13,0,1,0,1.46,0,0,0.0
Pass the Pigs,4,2008,6,28,0.22,0,0,0.0
Jikkyou Powerful Pro Yakyuu Portable 4,17,2009,1,14,0.27,0,0,0.0
Dakar 2: The World's Ultimate Rally,14,2003,3,30,0.02,0,0,0.0
Split/Second,15,2010,3,32,0.04,164,4,43.6
Namco Museum Battle Collection (JP sales),17,2005,6,3,0.02,0,0,0.0
Pitfall 3D: Beyond the Jungle,13,1998,2,4,0.33,0,0,0.0
Metro: Last Light,5,2013,9,41,0.35,606,0,44.2
7 Wonders of the Ancient World,4,2007,5,326,0.13,1154,1,34.15
Primal Rage,13,1994,10,343,0.11,0,0,0.0
Mobile Suit Gundam: Federation vs. Zeon,7,2001,8,10,1.14,48,3,40.9
The Powerpuff Girls: Relish Rampage,20,2002,9,176,0.07,228,1,3.8
Need for Speed: ProStreet,4,2007,3,7,0.12,293,1,40.7
Marvel Super Hero Squad,1,2009,10,28,0.36,410,4,27.6
Major League Baseball 2K6,20,2006,1,2,0.17,276,1,33.0
Age of Empires III,15,2005,12,1,0.38,153,3,44.35
Superman Returns,5,2006,9,7,0.26,57,3,28.6
Putty Squad,10,2013,2,295,0.16,1065,4,20.45
World of Outlaws: Sprint Cars,5,2010,3,28,0.18,1013,1,32.55
Minecraft: Story Mode,5,2015,11,106,0.88,0,0,0.0
Yume Neko DS,4,2008,8,8,0.02,0,0,0.0
Shrek 2,14,2004,2,4,0.55,109,1,40.2
Freedom Fighters,14,2003,7,7,0.23,126,3,45.1
Strike Witches: Shirogane no Tsubasa,17,2012,12,154,0.02,0,0,0.0
NHL 2K7,5,2006,1,2,0.08,276,4,42.95
Fight Night 2004,7,2004,10,7,1.48,18,3,47.0
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,7,2007,9,214,0.02,0,0,0.0
Eternal Darkness: Sanity's Requiem,20,2002,11,0,0.44,475,2,50.35
Bleach: Heat the Soul 4,17,2007,10,3,0.08,0,0,0.0
Dead Space 3,6,2013,9,7,0.96,189,2,41.2
Skylanders: SuperChargers,18,2015,9,4,0.24,67,4,40.75
Gundam Breaker,23,2013,9,25,0.09,0,0,0.0
Winning Post 7 2010,6,2010,1,48,0.07,0,0,0.0
Discworld,13,1994,11,85,0.06,0,0,0.0
Medarot 4: Kabuto / Kuwagata Version,3,2001,4,156,0.12,0,0,0.0
Akatsuki no Goei Trinity,17,2012,11,357,0.01,0,0,0.0
Suzumiya Haruhi no Chokuretsu,4,2009,11,8,0.03,0,0,0.0
Resident Evil Zero,15,2016,9,12,0.02,0,0,0.0
PO'ed,13,1996,7,343,0.04,0,0,0.0
Pool Hall Pro,1,2009,1,289,0.05,1309,1,33.65
Wild 9,13,1998,9,117,0.24,0,0,0.0
NBA 2K2,20,2002,1,8,0.12,83,1,49.0
Detective Opera: Milky Holmes 2,17,2012,11,510,0.03,0,0,0.0
Championship Pony,4,2008,8,203,0.1,1215,1,0.0
Utawarerumono: Itsuwari no Kamen,23,2015,11,315,0.07,0,0,0.0
The King of Fighters XII,6,2009,10,153,0.16,775,3,31.15
MotoGP 08,7,2008,3,12,0.22,723,1,0.0
The Orange Box,5,2007,7,7,1.82,77,2,52.45
Harvest Moon: Magical Melody,1,2008,8,70,0.29,457,1,38.9
Battle Rage,1,2008,7,293,0.04,0,0,0.0
Macross ? Scramble,23,2016,9,25,0.04,0,0,0.0
Project X Zone,11,2012,4,25,0.39,720,3,38.65
Dungeon Explorer: Warriors of Ancient Arts,17,2007,4,70,0.01,16,3,30.75
Gears of War 3,5,2011,7,1,6.21,37,2,49.4
Air Traffic Chaos,4,2007,8,435,0.05,1389,1,33.0
Exhibition Volume 5,14,2004,6,1,0.06,0,0,0.0
Drake of the 99 Dragons,14,0,7,53,0.07,1352,3,11.9
Princess Isabella: A Witch's Curse,1,2010,11,160,0.02,1020,1,0.0
Sumikko Gurashi: Omise Hajimerundesu,11,2015,9,228,0.15,0,0,0.0
The Ant Bully,9,2006,2,39,0.04,250,1,0.0
Broken Sword: Shadow of the Templars - The Director's Cut,1,2009,11,5,0.24,907,3,41.05
Call of Duty: Modern Warfare 3: Defiance,4,2011,7,4,0.26,0,0,0.0
Shrek,14,2001,2,71,0.36,476,3,27.2
Godzilla Generations,22,1998,9,8,0.08,0,0,0.0
Hyperdimension Neptunia U: Action Unleashed,23,2014,9,342,0.11,327,3,38.9
Naruto: Gekito Ninja Taisen! 3,20,2004,10,99,0.44,0,0,0.0
Super Hero Generation,6,2014,4,25,0.03,0,0,0.0
Monster Hunter X,11,2015,9,12,3.32,0,0,0.0
Teen Titans,9,0,9,53,0.17,250,4,30.5
Bottom of the 9th,13,1996,1,14,0.14,0,0,0.0
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,4,2011,6,529,0.02,0,0,0.0
Turbo Turtle Adventure,9,2002,5,35,0.05,1445,1,35.0
Van Helsing,9,2004,9,4,0.1,671,3,19.65
NeverDead,5,2012,7,14,0.1,248,2,28.75
Rush Hour,13,1997,6,85,0.03,0,0,0.0
Alvin and the Chipmunks: Chipwrecked,5,2011,6,11,0.1,592,4,2.55
Cities: Skylines,15,2015,8,310,0.14,1114,1,46.95
NBA Inside Drive 2004,14,2003,1,1,0.17,337,1,39.6
Yaiba: Ninja Gaiden Z,6,2014,9,48,0.09,1272,2,23.75
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",4,2008,6,66,0.04,0,0,0.0
Yuu Yuu Hakusho: Makyo Toitsusen,21,1994,10,8,0.08,0,0,0.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,14,2005,11,32,0.09,48,4,36.15
Bleach: Erabareshi Tamashii,7,2005,11,3,0.08,0,0,0.0
Battlefield 2: Modern Combat,7,2005,7,7,0.44,476,3,44.25
Press Your Luck 2010 Edition,1,2009,6,5,0.35,461,1,0.0
Mario Kart DS,4,2005,3,0,23.21,0,1,49.8
Mouse Trap,16,1981,9,69,0.4,0,0,0.0
NCAA Football 2002,7,2001,1,7,1.57,18,1,49.35
Akiba's Trip: Undead & Undressed,6,2013,9,131,0.11,0,0,0.0
Zero4 Champ RR-Z,8,1995,3,198,0.1,0,0,0.0
Heroes of Might and Magic V,15,2006,12,5,0.04,1490,3,42.45
iCarly,4,2009,11,4,0.71,504,1,4.15
Hey Arnold! The Movie,9,2002,2,28,0.26,0,0,0.0
Digimon World Championship,4,2008,4,25,0.07,1109,1,27.75
Tak and the Guardians of Gross,7,2008,9,28,0.28,281,4,0.0
Bejeweled 3,5,0,5,53,0.14,364,1,43.2
Tecmo's Deception,13,1996,4,240,0.07,0,0,0.0
.hack//Mutation Part 2,7,2002,4,10,0.68,325,3,42.45
Baldur's Gate: Dark Alliance,20,2002,4,17,0.14,337,3,43.35
Skylanders Imaginators,5,2016,2,4,0.09,140,4,0.0
Killer is Dead,6,2013,9,41,0.23,537,2,35.95
Jumper: Griffin's Story,1,2008,9,21,0.09,587,3,15.25
Colony Wars: Vengeance,13,1998,8,85,0.23,0,0,0.0
Cabela's North American Adventures,7,2010,1,4,0.08,565,3,0.0
Wallace & Gromit in Project Zoo,14,2003,2,176,0.03,0,0,0.0
Imagine: My Restaurant,4,2009,8,5,0.07,0,0,0.0
Mobile Suit Gundam: Perfect One Year War,13,1997,12,25,0.15,0,0,0.0
Showtime Championship Boxing,4,2007,10,84,0.06,1384,4,16.5
SingStar Party,7,2004,6,3,1.35,0,0,0.0
Routes PE,7,2007,11,315,0.01,0,0,0.0
Yu-Gi-Oh! The Falsebound Kingdom,20,2002,12,14,0.71,0,0,0.0
Legends of Wrestling II,9,2002,10,30,0.07,390,1,13.85
Top Spin 4,1,2011,1,2,0.14,737,1,30.7
Hogs of War,13,2000,12,52,0.02,1626,3,35.4
Wii de Asobu: Metroid Prime,1,0,7,0,0.02,0,0,0.0
Steambot Chronicles: Battle Tournament,17,2008,10,392,0.06,943,4,30.15
Angry Birds Star Wars,23,2013,12,4,0.08,293,1,1.0
Aliens vs Predator: Requiem,17,2007,9,23,0.22,248,3,27.3
Two Worlds II,5,2011,4,53,0.54,511,2,36.8
WarioWare: Twisted!,9,0,5,53,0.74,0,0,0.0
The Smurfs 2,5,2013,2,5,0.12,278,1,2.7
Donkey Kong,3,1994,2,0,3.07,0,0,0.0
Okaeri! Chibi-Robo! Happy Richie Oosouji,4,2009,11,0,0.14,0,0,0.0
Pro Yaky? Spirits 5,7,2008,1,14,0.18,0,0,0.0
The Sims 3,1,2010,8,7,1.41,23,3,1.25
Metro 2033,5,2010,7,28,0.54,606,2,42.45
Tales of the World: Radiant Mythology 2,17,2009,4,25,0.33,0,0,0.0
NBA Jam,8,1994,1,30,1.39,0,0,0.0
Kenka Banchou 5: Otoko no Housoku,17,2011,9,130,0.14,0,0,0.0
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,9,2007,9,28,1.76,0,0,0.0
Just Dance: Greatest Hits,1,2012,6,5,0.19,12,4,0.0
The Incredible Hulk,9,2003,9,20,0.56,0,0,0.0
Major League Baseball 2K13,5,2013,1,2,0.48,0,0,0.0
WWE SmackDown vs Raw 2008,4,2007,10,28,0.12,186,3,33.8
Bayonetta,6,2009,9,8,1.21,340,2,47.35
Dr. Muto,14,2002,2,39,0.06,162,3,35.0
SingStar Queen,7,2009,6,3,0.63,223,3,36.5
Senran Kagura: Bon Appétit!,23,2014,6,104,0.03,0,0,0.0
Megamind: The Blue Defender,17,2010,11,28,0.13,166,4,0.0
S.Y.K: Shinsetsu Saiyuuki,7,2009,11,323,0.01,0,0,0.0
WWE SmackDown! vs. RAW 2006,7,2005,10,28,2.94,0,0,0.0
Battlezone,16,1982,7,10,0.62,0,0,0.0
Syphon Filter 3,13,2001,7,3,0.52,436,2,40.75
The Voice,19,2014,9,4,0.1,0,0,0.0
Demon Driver: Time to Burn Rubber!,9,2003,3,153,0.03,0,0,0.0
Winning Post 8 ,6,2014,3,48,0.05,0,0,0.0
ZhuZhu Pets: Featuring The Wild Bunch,1,2010,8,4,0.36,242,1,0.0
Pet Zombies,11,0,8,35,0.19,112,3,0.0
Initial D: Extreme Stage,6,2008,3,8,0.08,0,0,0.0
Harry Potter and the Half-Blood Prince,5,2009,9,7,0.31,285,4,35.4
Super Mario Bros.: The Lost Levels,2,1986,2,0,2.65,0,0,0.0
Lips: Party Classics,5,2010,6,1,0.18,478,3,34.5
Dead Island,6,2011,9,41,2.27,171,2,38.8
Cabela's Big Game Hunter 2012,1,2011,1,4,0.37,242,3,0.0
Tom Clancy's EndWar,15,2009,12,5,0.02,149,3,37.35
Time Crisis 3,7,2003,7,25,0.61,32,3,44.55
de Blob 2,1,2011,2,28,0.18,410,4,43.55
Emergency 2012,15,2010,8,41,0.07,616,3,33.6
Mana Khemia: Student Alliance,17,2008,4,131,0.1,690,4,23.15
Billy the Wizard: Rocket Broomstick Racing,1,2007,3,139,0.05,894,1,0.15
Game Party: Champions,19,2012,9,19,0.13,1144,1,13.75
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,4,2008,6,25,0.65,0,0,0.0
Shin Hayarigami,6,2014,11,131,0.04,0,0,0.0
FIFA Street 2,4,2006,1,7,0.04,293,1,25.25
Carmageddon: Max Damage,18,2016,9,541,0.02,888,2,29.55
Might & Magic X: Legacy,15,2014,4,5,0.03,0,0,0.0
BattleTanx: Global Assault,12,1999,9,76,0.39,0,0,0.0
Samurai Warriors 3,1,2009,9,0,0.44,188,3,31.1
Winning Post 8 2016,10,2016,8,48,0.02,0,0,0.0
Dead or Alive 3,14,2001,10,1,1.77,225,3,47.8
Tokyo Mew Mew,13,2002,4,152,0.02,0,0,0.0
htoL#NiQ: The Firefly Diary,23,2014,2,131,0.01,579,3,32.85
MuvLuv Double Pack,23,2016,11,357,0.02,0,0,0.0
Littlest Pet Shop,15,2008,8,7,0.02,192,1,0.0
Solatorobo: Red the Hunter,4,2010,4,0,0.2,325,4,41.95
Alex Rider: Stormbreaker,4,0,9,28,0.07,217,3,27.05
Motocross Maniacs Advance,9,2002,3,14,0.27,69,1,34.5
Valentino Rossi: The Game,10,2016,3,25,0.08,1323,1,41.5
Hot Shots Golf: World Invitational,6,2012,1,3,0.28,130,1,3.95
Tom Clancy's Classic Trilogy,14,2004,7,5,0.1,12,2,0.0
NHL 2K10,7,2009,1,2,0.36,749,4,4.25
futureU: The Prep Game for SAT,4,2008,6,265,0.07,973,1,0.0
MySims Kingdom,4,2008,8,7,1.55,91,1,29.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,9,2004,9,5,0.06,12,3,37.1
The King of Fighters '94,27,1994,10,244,0.12,0,0,0.0
Ten Pin Alley 2,1,2008,1,166,0.02,1247,1,15.0
Thrillville: Off the Rails,4,2007,12,18,0.04,148,1,32.6
EVE Online,15,2003,4,260,0.2,963,3,38.25
Percy Jackson and the Olympians: The Lightning Thief,4,2010,4,4,0.24,243,4,31.45
Sphinx and the Cursed Mummy,14,2003,9,28,0.12,103,3,44.05
Disney's Chicken Little,14,2005,2,32,0.14,260,4,34.0
Mahjong Fight Club,17,2004,6,14,0.17,0,0,0.0
Naruto Shippuden: Kizuna Drive,17,2010,9,25,0.13,1149,3,31.0
Eragon,17,2006,9,23,0.11,1207,3,29.5
Galactic Wrestling: Featuring Ultimate Muscle,7,2004,10,25,0.22,203,3,34.5
Ninja Gaiden 3,6,2012,9,48,0.43,225,2,31.5
Mortal Kombat II,8,1993,10,30,1.93,0,0,0.0
MX SuperFly featuring Ricky Carmichael,20,2002,3,28,0.09,0,0,0.0
Arc the Lad II,13,1996,4,3,1.05,0,0,0.0
The History Channel: Great Battles - Medieval,6,0,12,328,0.04,0,0,0.0
Puzzler Collection,1,2008,5,5,0.06,758,1,0.0
Goemon's Great Adventure,12,1998,2,14,0.31,0,0,0.0
ExciteBots: Trick Racing,1,2009,3,0,0.26,412,1,42.8
Rocky: Legends,7,2004,9,5,0.27,790,3,36.8
Warhammer: Battle For Atluma,17,2006,9,25,0.07,1357,3,31.2
428: Fuusa Sareta Shibuya de,17,2009,11,130,0.04,0,0,0.0
MVP Baseball 2003,14,2003,1,7,0.2,18,1,45.5
Disney's Planes,1,2013,8,32,0.14,592,1,0.0
Mafia III,18,2016,9,2,0.62,220,2,35.8
Super Robot Taisen R,9,2002,12,56,0.26,0,0,0.0
PlayStation VR Worlds,10,2016,6,3,0.25,884,2,33.05
WipeOut 3 The Game,5,2012,9,4,0.21,0,0,0.0
Princess Frontier Portable,17,2011,11,79,0.02,0,0,0.0
Fatal Inertia,5,2007,3,48,0.13,393,4,32.6
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,20,2005,2,5,0.07,0,0,0.0
Heisei Kyouiku linkai DS,4,2006,6,25,0.21,0,0,0.0
Metal Gear Solid: Social Ops,7,2002,9,14,0.06,0,0,0.0
Cities XL 2012,15,2011,12,82,0.07,1370,1,33.3
Dancing on Ice,4,2010,1,145,0.02,0,0,0.0
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,17,2010,11,436,0.03,0,0,0.0
Pac-Man World 2,7,2002,9,25,1.51,32,1,40.4
Street Fighter V,10,2016,10,12,0.9,48,3,40.2
Turok,5,2008,9,129,0.75,491,2,38.05
Vehicular Combat League presents Motor Mayhem,7,2001,3,10,0.16,0,0,0.0
American Chopper,7,2004,3,84,0.42,696,3,27.25
Master Jin Jin's IQ Challenge,4,2006,6,11,0.14,1120,1,19.0
The Simpsons Skateboarding,7,2002,1,7,1.52,268,3,21.5
NFL Blitz 20-03,20,2002,1,39,0.14,624,1,36.0
World Championship Poker featuring Howard Lederer: All In,1,2006,6,11,0.02,624,3,0.0
The Club,6,2008,7,8,0.23,187,2,39.25
High Heat Major League Baseball 2004,7,2003,1,76,0.36,733,1,45.55
Aero Gauge,12,1997,3,49,0.07,0,0,0.0
Ultra Street Fighter IV,10,2015,10,12,0.1,1247,3,38.45
The Chronicles of Riddick: Escape from Butcher Bay,14,0,7,23,0.45,534,2,48.95
SOCOM 3: U.S. Navy SEALs,7,2005,7,3,1.69,92,2,45.4
NBA 2K12,17,2011,1,2,0.27,83,1,2.5
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,7,2002,1,14,0.09,0,0,0.0
Excitebike,2,1984,3,0,4.16,0,0,0.0
4x4 EVO 2,20,2002,3,23,0.14,231,1,28.0
Family Fortunes,1,2009,6,51,0.13,0,0,0.0
Sly 2: Band of Thieves,7,2004,2,3,1.81,128,1,48.5
Project Hacker: Kakusei,4,2006,9,0,0.1,0,0,0.0
Hitman: Blood Money,7,2006,9,21,0.5,126,2,45.7
Spore Creatures,4,2008,8,7,1.06,243,1,35.75
Puzzle & Action: Tant-R,21,1994,6,8,0.03,0,0,0.0
Doom (2016),10,2016,7,6,1.49,0,0,0.0
Marvel: Ultimate Alliance,5,2006,4,4,2.5,161,3,44.75
Tokimeki Memorial Girl's Side 1st Love Plus,4,2009,11,14,0.03,0,0,0.0
Bushido Blade,13,1997,10,3,1.16,346,3,45.45
Dynasty Warriors 5,7,2005,9,48,1.39,188,3,38.9
Rise of the Tomb Raider,10,2016,11,15,0.94,0,0,0.0
Detective Conan: Prelude from the Past,17,2012,9,25,0.04,0,0,0.0
Mytran Wars,17,2009,12,41,0.12,1167,3,38.4
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,4,2010,12,25,0.12,0,0,0.0
Yu-Gi-Oh! World Championship Tournament 2004,9,2004,6,14,0.56,0,0,0.0
PictoImage,4,2007,5,8,0.1,180,1,30.5
Cabela's Dangerous Hunts 2,14,2005,1,4,0.11,287,3,31.5
F/A-18F Super Hornet,9,2004,8,35,0.28,0,0,0.0
Tony Hawk's Underground 2,14,2004,1,4,0.75,60,3,45.4
Dragon Ball Heroes: Ultimate Mission,11,2013,6,25,0.29,0,0,0.0
Dragon Age II,15,2011,9,7,0.63,116,2,43.25
White Knight Chronicles II,6,2010,4,3,0.63,49,3,33.55
Final Fantasy XIV: Heavensward,10,2015,9,15,0.13,46,3,46.8
Shadow Hearts,7,2001,4,39,0.28,835,2,40.9
Mega Man & Bass,9,2002,2,12,0.23,0,0,0.0
Need for Speed: Shift,6,2009,3,7,2.65,150,1,45.45
Baten Kaitos Origins,20,2006,4,53,0.1,1235,3,41.95
Anno 2205,15,2015,12,5,0.25,800,4,38.95
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,5,2010,1,8,0.23,0,0,0.0
Ski-Doo Snowmobile Challenge,5,2009,3,351,0.04,571,1,0.0
Ghost Pirates of Vooju Island,15,2009,11,233,0.02,1589,3,33.0
Mass Effect Trilogy,15,2012,9,7,0.27,116,2,4.0
Grand Knights History,17,2011,4,214,0.13,567,0,0.0
Legend: Hand of God,15,2007,4,233,0.02,1611,2,31.4
Super Robot Taisen Neo,1,2009,12,25,0.05,0,0,0.0
SpongeBob: HeroPants,5,2015,2,4,0.09,242,1,1.7
Dragon Quest Builders: Revive Alefgard,23,2016,4,15,0.3,0,0,0.0
1001 Touch Games,4,2011,9,194,0.31,386,1,0.0
Nickelodeon Dance,5,2011,6,2,0.11,337,1,0.0
Playboy: The Mansion,14,2005,8,5,0.09,729,2,32.55
Assassin's Creed: Revelations,6,2011,9,5,4.22,52,2,43.75
Saints Row: The Third,6,2011,9,28,2.47,119,2,44.85
Magi: The Labyrinth of Beginning,11,2013,4,25,0.07,0,0,0.0
Taiko no Tatsujin DS: Touch de Dokodon!,4,2007,6,25,0.66,0,0,0.0
FIFA Soccer 10,4,2009,1,7,0.58,293,1,3.8
The Incredible Hulk,5,2008,9,8,0.26,142,3,30.7
Arcana Famiglia 2,17,2013,11,451,0.02,0,0,0.0
WWE All Stars,11,2011,10,28,0.23,166,3,39.2
Little League World Series Baseball 2008,4,2008,1,4,0.06,375,1,30.5
The Final Round,13,1996,1,14,0.07,0,0,0.0
Root Letter,10,2016,11,148,0.01,1248,0,38.25
Pinball Hall of Fame: The Gottlieb Collection,7,2004,6,97,0.33,0,0,0.0
Test Drive: Ferrari Legends,6,2012,3,53,0.04,1489,1,33.45
Invizimals: The Lost Tribes,17,2011,9,3,0.11,472,0,0.0
Walt Disney World Quest: Magical Racing Tour,13,2000,3,21,0.45,0,0,0.0
Prism Ark: Awake,7,2008,11,357,0.02,0,0,0.0
Madden NFL 16,5,2015,1,7,0.97,18,1,2.55
Petz: Horseshoe Ranch,4,2009,11,5,0.17,0,0,0.0
Yomawari,23,2015,11,131,0.11,0,0,0.0
OverBlood 2,13,1998,9,399,0.07,0,0,0.0
Monster Rancher Advance 2,9,2002,8,48,0.01,1673,1,44.2
Cabela's Big Game Hunter (2008),1,2007,1,4,0.63,554,3,0.0
Top Spin 2,4,2006,1,2,0.05,460,1,25.5
Seaman,22,1999,8,8,0.52,621,3,45.2
Turok 3: Shadow of Oblivion,12,2000,7,30,0.17,0,0,0.0
Syberia II,14,2004,11,5,0.03,1228,3,39.85
SBK 2011: FIM Superbike World Championship,15,2011,3,195,0.03,0,0,0.0
Dynasty Warriors 7,6,2011,9,48,0.91,188,3,32.2
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,7,2003,9,28,0.42,0,0,0.0
Wii Fit,1,2007,1,0,22.7,0,1,43.85
Let's Dance with Mel B,5,2011,1,195,0.02,730,3,0.0
Vampire Rain: Altered Species,6,2008,9,153,0.06,144,2,16.75
Teenage Mutant Ninja Turtles Double Pack,9,2006,9,14,0.02,0,0,0.0
Namco Museum DS,4,2007,6,10,1.29,317,1,36.45
Monster 4X4: World Circuit,1,2006,3,5,0.88,12,1,29.4
Attack on Titan: Humanity in Chains,11,2013,9,185,0.42,701,2,25.25
The Smurfs 2,19,2013,2,5,0.09,278,1,23.8
Dragon Ball Z: Battle of Z,5,2014,10,25,0.07,810,3,29.05
America's Next Top Model,4,2008,9,21,0.1,1233,4,0.0
Kung Fu,2,1985,9,0,3.5,0,0,0.0
My Hero: Doctor,4,2009,9,35,0.02,135,4,0.0
Tom and Jerry in War of the Whiskers,7,2002,10,5,0.26,0,0,0.0
WWE SmackDown! Here Comes the Pain,7,2003,10,28,2.8,0,0,0.0
ArmA II,15,2009,7,11,0.14,1113,2,42.25
Crush,17,2007,5,8,0.08,275,4,46.0
The Adventures of Darwin,7,2006,12,283,0.04,348,4,26.5
Kaite Shabette Hajimeyou! Monster Farm DS,4,2007,4,48,0.06,0,0,0.0
Ghost Rider,17,2007,9,2,0.24,342,3,27.35
Shrek: Forever After,5,2010,2,4,0.11,432,4,34.1
Dogz,4,2006,8,5,0.56,358,1,3.9
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,17,2011,6,362,0.02,0,0,0.0
Freestyle Metal X,7,2003,3,39,0.09,470,3,37.65
Thoroughbred Breeder,8,1993,8,231,0.19,0,0,0.0
Prince of Persia: The Forgotten Sands,6,2010,9,5,0.69,52,3,41.3
Batman: A Telltale Game Series,5,2016,11,173,0.03,0,0,0.0
Soccer Tsuku: Pro Soccer Club o Tsukurou!,23,2013,1,8,0.07,0,0,0.0
inFAMOUS: Second Son,10,2014,9,3,2.79,128,3,43.95
Fire Emblem: Path of Radiance,20,2005,9,0,0.54,55,3,46.95
